parcel_id,stop_id,suburb,package_type,service_class,length_cm,width_cm,height_cm,weight_kg,cube_litres,manifest_date
AP20250602001844,S00680,Sydney CBD,small_satchel,ATL,24.8,17.7,3.2,0.4,1.4,2025-06-02
AP20250602001845,S00680,Sydney CBD,small_satchel,CARD,26.9,16.8,2.9,0.41,1.31,2025-06-02
AP20250602001846,S00680,Sydney CBD,small_satchel,CARD,24.9,18.8,3.0,0.38,1.4,2025-06-02
AP20250602001847,S00680,Sydney CBD,small_parcel,ATL,33.1,26.8,20.1,1.82,17.83,2025-06-02
AP20250602001848,S00681,Sydney CBD,small_satchel,ATL,26.9,17.1,2.9,0.36,1.33,2025-06-02
AP20250602001849,S00682,Sydney CBD,extra_large,CARD,84.4,59.4,36.1,20.53,180.98,2025-06-02
AP20250602001850,S00683,Sydney CBD,small_satchel,ATL,24.7,17.5,3.3,0.34,1.43,2025-06-02
AP20250602001851,S00684,Sydney CBD,extra_large,SIG,77.9,64.6,39.7,18.18,199.78,2025-06-02
AP20250602001852,S00684,Sydney CBD,small_satchel,CARD,27.0,19.0,3.2,0.36,1.64,2025-06-02
AP20250602001853,S00684,Sydney CBD,medium_satchel,ATL,32.8,21.1,5.8,0.99,4.01,2025-06-02
AP20250602001854,S00685,Sydney CBD,extra_large,SIG,85.0,56.6,40.7,18.28,195.81,2025-06-02
AP20250602001855,S00685,Sydney CBD,large_parcel,ATL,55.9,44.2,37.2,8.64,91.91,2025-06-02
AP20250602001856,S00685,Sydney CBD,small_satchel,ATL,25.2,19.2,2.9,0.34,1.4,2025-06-02
AP20250602001857,S00685,Sydney CBD,small_satchel,ATL,25.5,18.2,2.9,0.44,1.35,2025-06-02
AP20250602001858,S00685,Sydney CBD,medium_satchel,CARD,30.8,22.7,6.5,0.82,4.54,2025-06-02
AP20250602001859,S00685,Sydney CBD,medium_parcel,CARD,46.8,37.8,24.7,4.85,43.7,2025-06-02
AP20250602001860,S00685,Sydney CBD,small_satchel,SIG,23.1,17.4,3.1,0.41,1.25,2025-06-02
AP20250602001861,S00686,Sydney CBD,medium_satchel,ATL,31.3,21.0,5.8,0.83,3.81,2025-06-02
AP20250602001862,S00686,Sydney CBD,medium_satchel,SIG,31.3,21.6,6.3,1.01,4.26,2025-06-02
AP20250602001863,S00686,Sydney CBD,small_satchel,SIG,25.8,18.2,2.7,0.39,1.27,2025-06-02
AP20250602001864,S00687,Sydney CBD,small_satchel,ATL,24.2,18.7,3.1,0.39,1.4,2025-06-02
AP20250602001865,S00688,Sydney CBD,small_satchel,SIG,25.2,18.7,2.7,0.45,1.27,2025-06-02
AP20250602001866,S00688,Sydney CBD,medium_satchel,ATL,34.2,23.5,5.7,0.87,4.58,2025-06-02
AP20250602001867,S00688,Sydney CBD,small_parcel,CARD,34.0,25.1,19.1,1.99,16.3,2025-06-02
AP20250602001868,S00689,Sydney CBD,small_satchel,ATL,24.5,16.9,3.1,0.45,1.28,2025-06-02
AP20250602001869,S00690,Sydney CBD,large_parcel,SIG,57.4,42.3,36.8,9.68,89.35,2025-06-02
AP20250602001870,S00691,Sydney CBD,small_parcel,SIG,32.9,25.2,20.1,1.79,16.66,2025-06-02
AP20250602001871,S00692,Sydney CBD,extra_large,SIG,85.7,56.5,43.6,16.0,211.11,2025-06-02
AP20250602001872,S00692,Sydney CBD,large_parcel,SIG,64.5,43.6,37.0,10.82,104.05,2025-06-02
AP20250602001873,S00692,Sydney CBD,medium_satchel,CARD,33.4,21.5,6.6,0.86,4.74,2025-06-02
AP20250602001874,S00692,Sydney CBD,medium_parcel,SIG,42.5,34.9,25.7,4.53,38.12,2025-06-02
AP20250602001875,S00693,Sydney CBD,small_satchel,ATL,23.7,19.1,3.3,0.35,1.49,2025-06-02
AP20250602001876,S00694,Sydney CBD,small_parcel,SIG,29.8,27.7,18.7,2.01,15.44,2025-06-02
AP20250602001877,S00694,Sydney CBD,small_parcel,ATL,30.9,29.3,18.9,1.94,17.11,2025-06-02
AP20250602001878,S00694,Sydney CBD,small_parcel,SIG,31.2,27.4,16.7,2.06,14.28,2025-06-02
AP20250602001879,S00695,Sydney CBD,small_parcel,SIG,35.0,25.7,16.5,2.27,14.84,2025-06-02
AP20250602001880,S00696,Sydney CBD,small_parcel,SIG,31.9,27.0,17.4,2.07,14.99,2025-06-02
AP20250602001881,S00697,Sydney CBD,small_satchel,ATL,23.3,18.9,3.3,0.36,1.45,2025-06-02
AP20250602001882,S00698,Sydney CBD,small_satchel,ATL,25.2,19.2,2.8,0.41,1.35,2025-06-02
AP20250602001883,S00699,Sydney CBD,large_parcel,SIG,58.1,41.9,34.7,9.9,84.47,2025-06-02
AP20250602001884,S00700,Sydney CBD,small_satchel,ATL,26.0,18.1,2.8,0.46,1.32,2025-06-02
AP20250602001885,S00700,Sydney CBD,small_satchel,ATL,26.3,17.4,3.0,0.39,1.37,2025-06-02
AP20250602001886,S00700,Sydney CBD,small_parcel,ATL,30.5,29.2,17.6,1.93,15.67,2025-06-02
AP20250602001887,S00701,Sydney CBD,medium_parcel,SIG,43.3,38.0,26.9,5.15,44.26,2025-06-02
AP20250602001888,S00701,Sydney CBD,medium_satchel,SIG,31.5,23.0,5.5,0.87,3.98,2025-06-02
AP20250602001889,S00701,Sydney CBD,small_parcel,SIG,29.9,28.3,16.5,2.14,13.96,2025-06-02
AP20250602001890,S00701,Sydney CBD,large_parcel,CARD,61.7,47.2,33.3,9.62,96.98,2025-06-02
AP20250602001891,S00701,Sydney CBD,small_satchel,SIG,26.1,17.4,3.0,0.43,1.36,2025-06-02
AP20250602001892,S00701,Sydney CBD,small_parcel,ATL,31.6,25.6,16.7,1.94,13.51,2025-06-02
AP20250602001893,S00701,Sydney CBD,medium_satchel,CARD,32.4,21.0,5.6,0.86,3.81,2025-06-02
AP20250602001894,S00702,Sydney CBD,large_parcel,CARD,60.5,49.1,33.2,9.8,98.62,2025-06-02
AP20250602001895,S00703,Sydney CBD,small_satchel,CARD,23.7,19.7,3.0,0.46,1.4,2025-06-02
AP20250602001896,S00703,Sydney CBD,small_parcel,ATL,32.2,28.9,17.6,2.21,16.38,2025-06-02
AP20250602001897,S00703,Sydney CBD,large_parcel,ATL,65.2,42.9,37.9,9.01,106.01,2025-06-02
AP20250602001898,S00704,Sydney CBD,small_parcel,CARD,29.9,25.8,17.6,1.92,13.58,2025-06-02
AP20250602001899,S00704,Sydney CBD,small_satchel,ATL,26.6,19.2,3.0,0.38,1.53,2025-06-02
AP20250602001900,S00704,Sydney CBD,small_satchel,SIG,23.4,18.3,3.1,0.35,1.33,2025-06-02
AP20250602001901,S00704,Sydney CBD,medium_satchel,ATL,30.4,20.6,5.7,0.94,3.57,2025-06-02
AP20250602001902,S00704,Sydney CBD,medium_parcel,ATL,46.0,34.5,25.5,4.62,40.47,2025-06-02
AP20250602001903,S00705,Sydney CBD,small_satchel,ATL,23.7,18.9,3.2,0.35,1.43,2025-06-02
AP20250602001904,S00706,Sydney CBD,medium_satchel,ATL,33.6,20.3,6.0,0.81,4.09,2025-06-02
AP20250602001905,S00707,Sydney CBD,small_parcel,ATL,31.8,24.9,20.1,2.15,15.92,2025-06-02
AP20250602001906,S00708,Sydney CBD,small_satchel,ATL,25.2,17.3,2.8,0.41,1.22,2025-06-02
AP20250602001907,S00708,Sydney CBD,medium_parcel,SIG,46.5,35.9,25.0,4.47,41.73,2025-06-02
AP20250602001908,S00708,Sydney CBD,small_satchel,ATL,24.3,18.2,3.0,0.42,1.33,2025-06-02
AP20250602001909,S00708,Sydney CBD,medium_parcel,ATL,45.1,33.6,27.5,5.07,41.67,2025-06-02
AP20250602001910,S00708,Sydney CBD,large_parcel,SIG,56.7,48.3,33.9,10.73,92.84,2025-06-02
AP20250602001911,S00708,Sydney CBD,medium_satchel,SIG,32.5,23.9,6.1,0.78,4.74,2025-06-02
AP20250602001912,S00708,Sydney CBD,medium_satchel,CARD,34.0,22.7,5.6,0.81,4.32,2025-06-02
AP20250602001913,S00708,Sydney CBD,medium_parcel,SIG,44.4,38.5,26.3,5.59,44.96,2025-06-02
AP20250602001914,S00709,Sydney CBD,small_satchel,ATL,26.4,19.1,3.1,0.41,1.56,2025-06-02
AP20250602001915,S00709,Sydney CBD,medium_parcel,ATL,47.5,34.3,26.7,5.42,43.5,2025-06-02
AP20250602001916,S00709,Sydney CBD,small_satchel,SIG,24.5,18.9,2.8,0.35,1.3,2025-06-02
AP20250602001917,S00709,Sydney CBD,small_parcel,ATL,34.6,25.6,18.6,2.12,16.48,2025-06-02
AP20250602001918,S00710,Sydney CBD,small_satchel,CARD,26.3,19.1,2.7,0.38,1.36,2025-06-02
AP20250602001919,S00711,Sydney CBD,small_parcel,ATL,34.2,26.8,19.4,2.23,17.78,2025-06-02
AP20250602001920,S00711,Sydney CBD,medium_satchel,ATL,31.6,22.2,6.0,0.77,4.21,2025-06-02
AP20250602001921,S00711,Sydney CBD,small_satchel,ATL,25.0,19.4,2.9,0.46,1.41,2025-06-02
AP20250602001922,S00711,Sydney CBD,extra_large,ATL,74.0,57.3,39.7,17.28,168.34,2025-06-02
AP20250602001923,S00711,Sydney CBD,medium_satchel,SIG,32.4,21.6,6.3,0.86,4.41,2025-06-02
AP20250602001924,S00712,Sydney CBD,medium_satchel,ATL,31.2,23.0,5.6,0.97,4.02,2025-06-02
AP20250602001925,S00713,Sydney CBD,large_parcel,ATL,62.8,46.3,33.8,9.21,98.28,2025-06-02
AP20250602001926,S00714,Sydney CBD,large_parcel,SIG,62.2,49.5,34.2,9.19,105.3,2025-06-02
AP20250602001927,S00715,Sydney CBD,medium_satchel,ATL,34.8,23.0,6.2,0.98,4.96,2025-06-02
AP20250602001928,S00715,Sydney CBD,medium_satchel,ATL,30.3,22.3,6.5,0.82,4.39,2025-06-02
AP20250602001929,S00715,Sydney CBD,small_parcel,ATL,31.9,25.1,18.2,1.8,14.57,2025-06-02
AP20250602001930,S00716,Sydney CBD,medium_parcel,CARD,42.1,35.6,26.4,4.35,39.57,2025-06-02
AP20250602001931,S00717,Sydney CBD,small_parcel,CARD,32.5,27.9,17.5,2.07,15.87,2025-06-02
AP20250602001932,S00717,Sydney CBD,large_parcel,ATL,63.5,46.0,33.5,9.67,97.85,2025-06-02
AP20250602001933,S00717,Sydney CBD,medium_satchel,ATL,30.1,20.8,5.9,0.92,3.69,2025-06-02
AP20250602001934,S00717,Sydney CBD,small_parcel,CARD,32.7,28.4,18.1,2.01,16.81,2025-06-02
AP20250602001935,S00717,Sydney CBD,small_parcel,ATL,31.2,29.6,18.7,1.91,17.27,2025-06-02
AP20250602001936,S00717,Sydney CBD,medium_parcel,ATL,49.4,37.2,23.0,5.52,42.27,2025-06-02
AP20250602001937,S00717,Sydney CBD,small_satchel,ATL,23.7,18.9,3.2,0.44,1.43,2025-06-02
AP20250602001938,S00717,Sydney CBD,medium_satchel,ATL,30.7,22.3,6.1,0.98,4.18,2025-06-02
AP20250602001939,S00718,Sydney CBD,small_parcel,SIG,29.6,27.5,20.1,2.15,16.36,2025-06-02
AP20250602001940,S00718,Sydney CBD,medium_parcel,ATL,48.1,37.3,25.4,5.1,45.57,2025-06-02
AP20250602001941,S00718,Sydney CBD,small_satchel,CARD,23.6,17.5,3.2,0.38,1.32,2025-06-02
AP20250602001942,S00718,Sydney CBD,medium_satchel,ATL,31.1,23.1,6.0,0.92,4.31,2025-06-02
AP20250602001943,S00718,Sydney CBD,medium_satchel,CARD,34.4,20.7,6.7,0.98,4.77,2025-06-02
AP20250602001944,S00718,Sydney CBD,small_satchel,ATL,27.0,19.0,2.9,0.45,1.49,2025-06-02
AP20250602001945,S00718,Sydney CBD,large_parcel,ATL,59.5,41.8,33.9,9.99,84.31,2025-06-02
AP20250602001946,S00718,Sydney CBD,small_satchel,ATL,23.7,19.6,3.2,0.43,1.49,2025-06-02
AP20250602001947,S00718,Sydney CBD,medium_parcel,ATL,46.3,35.9,28.0,5.2,46.54,2025-06-02
AP20250602001948,S00718,Sydney CBD,small_parcel,ATL,32.3,26.8,19.8,1.82,17.14,2025-06-02
AP20250602001949,S00718,Sydney CBD,small_satchel,CARD,27.2,18.5,3.2,0.35,1.61,2025-06-02
AP20250602001950,S00718,Sydney CBD,medium_parcel,ATL,48.1,35.4,26.5,4.76,45.12,2025-06-02
AP20250602001951,S00719,Sydney CBD,medium_parcel,ATL,49.1,36.4,25.1,5.16,44.86,2025-06-02
AP20250602001952,S00720,Sydney CBD,small_parcel,CARD,32.7,27.6,18.5,2.16,16.7,2025-06-02
AP20250602001953,S00721,Sydney CBD,medium_satchel,ATL,31.8,21.7,5.5,0.98,3.8,2025-06-02
AP20250602001954,S00722,Sydney CBD,medium_parcel,ATL,44.0,34.2,25.3,4.95,38.07,2025-06-02
AP20250602001955,S00723,Sydney CBD,large_parcel,SIG,57.1,47.5,38.2,10.33,103.61,2025-06-02
AP20250602001956,S00724,Sydney CBD,medium_parcel,ATL,48.7,32.7,27.4,4.8,43.63,2025-06-02
AP20250602001957,S00724,Sydney CBD,small_satchel,ATL,27.5,17.8,3.2,0.4,1.57,2025-06-02
AP20250602001958,S00724,Sydney CBD,small_parcel,SIG,32.9,29.7,18.4,2.07,17.98,2025-06-02
AP20250602001959,S00724,Sydney CBD,medium_satchel,ATL,32.0,22.7,5.8,0.9,4.21,2025-06-02
AP20250602001960,S00724,Sydney CBD,medium_parcel,ATL,46.1,38.0,25.9,4.72,45.37,2025-06-02
AP20250602001961,S00724,Sydney CBD,small_parcel,CARD,30.3,28.8,16.6,2.27,14.49,2025-06-02
AP20250602001962,S00724,Sydney CBD,small_satchel,ATL,27.3,17.2,3.1,0.43,1.46,2025-06-02
AP20250602001963,S00725,Sydney CBD,small_satchel,ATL,26.4,19.7,2.8,0.44,1.46,2025-06-02
AP20250602001964,S00726,Sydney CBD,small_parcel,SIG,33.7,28.4,19.9,1.77,19.05,2025-06-02
AP20250602001965,S00727,Sydney CBD,small_satchel,CARD,25.1,17.9,3.1,0.38,1.39,2025-06-02
AP20250602001966,S00727,Sydney CBD,small_parcel,CARD,31.7,25.8,16.8,2.12,13.74,2025-06-02
AP20250602001967,S00727,Sydney CBD,small_satchel,ATL,27.3,18.7,2.8,0.42,1.43,2025-06-02
AP20250602001968,S00727,Sydney CBD,small_parcel,SIG,31.9,24.9,17.9,2.11,14.22,2025-06-02
AP20250602001969,S00727,Sydney CBD,extra_large,CARD,73.9,57.8,40.8,15.6,174.27,2025-06-02
AP20250602001970,S00728,Sydney CBD,small_parcel,ATL,33.3,25.9,16.9,2.25,14.58,2025-06-02
AP20250602001971,S00729,Sydney CBD,medium_satchel,CARD,30.4,23.2,5.7,0.96,4.02,2025-06-02
AP20250602001972,S00730,Sydney CBD,small_satchel,ATL,25.9,16.7,2.9,0.44,1.25,2025-06-02
AP20250602001973,S00730,Sydney CBD,medium_satchel,CARD,30.3,23.1,5.6,0.97,3.92,2025-06-02
AP20250602001974,S00730,Sydney CBD,small_satchel,CARD,25.8,19.4,3.1,0.44,1.55,2025-06-02
AP20250602001975,S00731,Sydney CBD,large_parcel,SIG,62.5,41.6,35.3,9.14,91.78,2025-06-02
AP20250602001976,S00731,Sydney CBD,small_satchel,CARD,27.5,17.2,3.3,0.45,1.56,2025-06-02
AP20250602001977,S00731,Sydney CBD,extra_large,SIG,87.0,63.6,42.5,16.64,235.16,2025-06-02
AP20250602001978,S00732,Sydney CBD,medium_satchel,SIG,34.3,21.0,5.8,0.81,4.18,2025-06-02
AP20250602001979,S00732,Sydney CBD,small_satchel,ATL,27.1,17.7,3.0,0.34,1.44,2025-06-02
AP20250602001980,S00732,Sydney CBD,medium_parcel,ATL,47.1,33.5,24.6,5.03,38.82,2025-06-02
AP20250602001981,S00733,Sydney CBD,small_parcel,ATL,31.9,24.9,16.7,1.9,13.26,2025-06-02
AP20250602001982,S00733,Sydney CBD,large_parcel,CARD,60.9,46.3,33.7,10.51,95.02,2025-06-02
AP20250602001983,S00733,Sydney CBD,small_satchel,ATL,27.3,17.8,3.0,0.35,1.46,2025-06-02
AP20250602001984,S00733,Sydney CBD,small_parcel,CARD,34.5,27.6,19.6,1.92,18.66,2025-06-02
AP20250602001985,S00733,Sydney CBD,small_satchel,ATL,26.6,18.9,3.0,0.38,1.51,2025-06-02
AP20250602001986,S00733,Sydney CBD,extra_large,ATL,78.0,59.0,42.9,19.89,197.43,2025-06-02
AP20250602001987,S00733,Sydney CBD,small_satchel,ATL,26.9,17.6,3.0,0.41,1.42,2025-06-02
AP20250602001988,S00734,Sydney CBD,small_parcel,ATL,32.8,28.4,16.6,2.3,15.46,2025-06-02
AP20250602001989,S00735,Sydney CBD,large_parcel,ATL,58.8,43.7,31.7,10.01,81.46,2025-06-02
AP20250602001990,S00736,Sydney CBD,small_satchel,ATL,23.9,19.0,2.8,0.42,1.27,2025-06-02
AP20250602001991,S00737,Sydney CBD,small_satchel,ATL,27.4,18.7,2.8,0.4,1.43,2025-06-02
AP20250602001992,S00737,Sydney CBD,medium_satchel,ATL,35.0,23.6,5.9,0.98,4.87,2025-06-02
AP20250602001993,S00737,Sydney CBD,small_satchel,ATL,25.4,17.8,2.7,0.42,1.22,2025-06-02
AP20250602001994,S00737,Sydney CBD,medium_parcel,SIG,41.8,34.6,23.9,4.47,34.57,2025-06-02
AP20250602001995,S00738,Sydney CBD,medium_satchel,ATL,29.8,23.3,6.0,0.97,4.17,2025-06-02
AP20250602001996,S00739,Sydney CBD,medium_satchel,ATL,31.9,21.4,6.1,0.78,4.16,2025-06-02
AP20250602001997,S00739,Sydney CBD,small_parcel,SIG,35.2,27.9,19.0,2.06,18.66,2025-06-02
AP20250602001998,S00739,Sydney CBD,extra_large,CARD,82.5,58.8,38.9,19.37,188.7,2025-06-02
AP20250602001999,S00739,Sydney CBD,large_parcel,CARD,58.0,46.2,36.9,9.74,98.88,2025-06-02
AP20250602002000,S00740,Sydney CBD,small_satchel,ATL,25.3,16.9,2.9,0.37,1.24,2025-06-02
AP20250602002001,S00741,Sydney CBD,medium_satchel,SIG,32.2,21.7,5.8,0.95,4.05,2025-06-02
AP20250602002002,S00741,Sydney CBD,small_parcel,ATL,31.0,28.8,19.6,2.21,17.5,2025-06-02
AP20250602002003,S00741,Sydney CBD,medium_satchel,ATL,34.3,24.1,5.7,0.94,4.71,2025-06-02
AP20250602002004,S00741,Sydney CBD,medium_satchel,ATL,32.7,22.4,6.4,1.03,4.69,2025-06-02
AP20250602002005,S00741,Sydney CBD,small_satchel,ATL,25.4,17.8,3.1,0.45,1.4,2025-06-02
AP20250602002006,S00742,Sydney CBD,small_parcel,CARD,31.1,27.0,16.9,2.04,14.19,2025-06-02
AP20250602002007,S00743,Sydney CBD,medium_parcel,SIG,48.8,37.6,24.8,5.11,45.51,2025-06-02
AP20250602002008,S00743,Sydney CBD,small_parcel,CARD,29.9,28.8,16.5,2.13,14.21,2025-06-02
AP20250602002009,S00743,Sydney CBD,medium_satchel,ATL,33.5,23.7,6.5,0.82,5.16,2025-06-02
AP20250602002010,S00744,Sydney CBD,small_parcel,SIG,29.7,26.4,16.6,1.95,13.02,2025-06-02
AP20250602002011,S00744,Sydney CBD,medium_parcel,CARD,47.6,33.9,23.3,5.56,37.6,2025-06-02
AP20250602002012,S00744,Sydney CBD,medium_parcel,SIG,43.6,35.8,27.4,5.5,42.77,2025-06-02
AP20250602002013,S00744,Sydney CBD,small_satchel,CARD,24.7,18.4,3.2,0.37,1.45,2025-06-02
AP20250602002014,S00744,Sydney CBD,medium_satchel,CARD,29.9,20.3,6.7,1.0,4.07,2025-06-02
AP20250602002015,S00744,Sydney CBD,medium_parcel,ATL,44.5,37.9,27.9,4.34,47.05,2025-06-02
AP20250602002016,S00744,Sydney CBD,medium_satchel,ATL,33.7,22.2,5.5,0.81,4.11,2025-06-02
AP20250602002017,S00744,Sydney CBD,medium_satchel,SIG,33.9,23.3,6.4,0.88,5.06,2025-06-02
AP20250602002018,S00745,Sydney CBD,small_parcel,ATL,30.7,26.4,18.2,1.81,14.75,2025-06-02
AP20250602002019,S00745,Sydney CBD,large_parcel,SIG,61.0,41.5,35.8,11.25,90.63,2025-06-02
AP20250602002020,S00745,Sydney CBD,small_satchel,ATL,27.1,19.3,3.1,0.43,1.62,2025-06-02
AP20250602002021,S00746,Sydney CBD,small_satchel,SIG,26.4,16.7,3.2,0.42,1.41,2025-06-02
AP20250602002022,S00747,Sydney CBD,small_parcel,ATL,32.4,26.0,16.2,2.28,13.65,2025-06-02
AP20250602002023,S00747,Sydney CBD,medium_satchel,ATL,31.3,21.7,6.5,0.86,4.41,2025-06-02
AP20250602002024,S00747,Sydney CBD,large_parcel,SIG,57.0,43.7,38.0,8.98,94.65,2025-06-02
AP20250602002025,S00748,Sydney CBD,small_parcel,SIG,31.2,28.7,17.4,1.86,15.58,2025-06-02
AP20250602002026,S00749,Sydney CBD,small_satchel,ATL,25.4,18.7,3.0,0.36,1.42,2025-06-02
AP20250602002027,S00749,Sydney CBD,small_satchel,ATL,25.4,19.6,3.0,0.45,1.49,2025-06-02
AP20250602002028,S00749,Sydney CBD,small_parcel,ATL,29.9,29.5,17.0,1.91,14.99,2025-06-02
AP20250602002029,S00749,Sydney CBD,small_satchel,ATL,27.3,16.9,3.3,0.35,1.52,2025-06-02
AP20250602002030,S00749,Sydney CBD,small_parcel,ATL,33.6,28.6,18.9,1.82,18.16,2025-06-02
AP20250602002031,S00749,Sydney CBD,small_parcel,SIG,34.3,25.4,18.6,1.82,16.2,2025-06-02
AP20250602002032,S00749,Sydney CBD,small_parcel,ATL,30.5,25.4,19.0,2.19,14.72,2025-06-02
AP20250602002033,S00749,Sydney CBD,medium_satchel,ATL,34.1,23.1,6.4,0.92,5.04,2025-06-02
AP20250602002034,S00750,Sydney CBD,small_satchel,CARD,24.4,16.9,3.3,0.45,1.36,2025-06-02
AP20250602002035,S00750,Sydney CBD,large_parcel,SIG,58.5,48.0,38.6,8.53,108.39,2025-06-02
AP20250602002036,S00750,Sydney CBD,large_parcel,ATL,63.8,48.0,35.8,9.81,109.63,2025-06-02
AP20250602002037,S00751,Sydney CBD,small_satchel,ATL,25.2,17.0,3.1,0.34,1.33,2025-06-02
AP20250602002038,S00752,Sydney CBD,small_satchel,ATL,24.2,18.1,3.1,0.38,1.36,2025-06-02
AP20250602002039,S00753,Sydney CBD,large_parcel,SIG,64.1,48.6,38.3,8.7,119.31,2025-06-02
AP20250602002040,S00754,Sydney CBD,small_satchel,ATL,24.8,19.1,3.3,0.35,1.56,2025-06-02
AP20250602002041,S00754,Sydney CBD,small_parcel,SIG,34.4,26.4,18.2,2.26,16.53,2025-06-02
AP20250602002042,S00754,Sydney CBD,extra_large,SIG,76.6,63.8,39.3,20.23,192.06,2025-06-02
AP20250602002043,S00754,Sydney CBD,medium_parcel,CARD,43.1,34.8,23.9,5.66,35.85,2025-06-02
AP20250602002044,S00754,Sydney CBD,medium_parcel,ATL,43.7,36.8,26.2,4.31,42.13,2025-06-02
AP20250602002045,S00754,Sydney CBD,medium_satchel,SIG,31.4,21.2,6.3,0.94,4.19,2025-06-02
AP20250602002046,S00754,Sydney CBD,small_satchel,CARD,25.2,19.3,3.0,0.39,1.46,2025-06-02
AP20250602002047,S00755,Sydney CBD,small_satchel,SIG,23.0,17.5,2.7,0.43,1.09,2025-06-02
AP20250602002048,S00755,Sydney CBD,small_parcel,ATL,33.5,26.0,17.4,2.18,15.16,2025-06-02
AP20250602002049,S00755,Sydney CBD,medium_parcel,SIG,42.3,33.0,24.2,4.41,33.78,2025-06-02
AP20250602002050,S00755,Sydney CBD,small_parcel,ATL,31.4,26.9,16.6,2.11,14.02,2025-06-02
AP20250602002051,S00755,Sydney CBD,small_satchel,SIG,26.5,18.5,3.0,0.36,1.47,2025-06-02
AP20250602002052,S00755,Sydney CBD,large_parcel,CARD,63.3,48.8,38.4,10.07,118.62,2025-06-02
AP20250602002053,S00755,Sydney CBD,small_satchel,ATL,25.2,18.9,3.0,0.39,1.43,2025-06-02
AP20250602002054,S00755,Sydney CBD,small_satchel,SIG,23.8,19.5,2.8,0.43,1.3,2025-06-02
AP20250602002055,S00755,Sydney CBD,medium_parcel,CARD,45.6,34.7,23.0,5.5,36.39,2025-06-02
AP20250602002056,S00756,Sydney CBD,medium_satchel,CARD,31.2,22.0,5.9,0.89,4.05,2025-06-02
AP20250602002057,S00756,Sydney CBD,small_satchel,ATL,25.1,19.1,3.2,0.36,1.53,2025-06-02
AP20250602002058,S00756,Sydney CBD,small_parcel,ATL,32.7,26.4,19.0,1.87,16.4,2025-06-02
AP20250602002059,S00756,Sydney CBD,medium_satchel,ATL,30.4,23.7,5.9,0.97,4.25,2025-06-02
AP20250602002060,S00756,Sydney CBD,medium_parcel,SIG,48.1,32.2,23.4,5.53,36.24,2025-06-02
AP20250602002061,S00756,Sydney CBD,large_parcel,SIG,62.7,42.7,36.7,10.45,98.26,2025-06-02
AP20250602002062,S00756,Sydney CBD,small_satchel,SIG,23.2,19.7,3.3,0.43,1.51,2025-06-02
AP20250602002063,S00756,Sydney CBD,medium_satchel,ATL,31.4,20.6,6.4,1.02,4.14,2025-06-02
AP20250602002064,S00757,Sydney CBD,small_satchel,CARD,25.0,17.0,3.2,0.44,1.36,2025-06-02
AP20250602002065,S00757,Sydney CBD,medium_satchel,CARD,32.5,20.4,5.9,0.97,3.91,2025-06-02
AP20250602002066,S00757,Sydney CBD,small_satchel,ATL,25.8,17.5,3.1,0.38,1.4,2025-06-02
AP20250602002067,S00758,Sydney CBD,medium_parcel,ATL,49.4,34.6,23.3,5.2,39.83,2025-06-02
AP20250602002068,S00758,Sydney CBD,medium_parcel,ATL,47.4,34.4,23.0,4.37,37.5,2025-06-02
AP20250602002069,S00758,Sydney CBD,medium_satchel,CARD,32.5,22.3,6.5,1.02,4.71,2025-06-02
AP20250602002070,S00758,Sydney CBD,small_satchel,ATL,26.1,18.5,2.9,0.45,1.4,2025-06-02
AP20250602002071,S00759,Sydney CBD,small_parcel,ATL,31.7,29.1,16.3,2.2,15.04,2025-06-02
AP20250602002072,S00760,Sydney CBD,extra_large,SIG,77.7,57.0,36.4,18.95,161.21,2025-06-02
AP20250602002073,S00760,Sydney CBD,small_satchel,CARD,25.1,19.7,3.3,0.44,1.63,2025-06-02
AP20250602002074,S00760,Sydney CBD,medium_satchel,ATL,34.9,23.1,5.9,1.0,4.76,2025-06-02
AP20250602002075,S00761,Sydney CBD,small_satchel,CARD,24.1,18.9,3.1,0.41,1.41,2025-06-02
AP20250602002076,S00761,Sydney CBD,medium_satchel,ATL,33.4,22.7,5.8,0.84,4.4,2025-06-02
AP20250602002077,S00761,Sydney CBD,small_parcel,ATL,35.1,29.0,18.0,2.01,18.32,2025-06-02
AP20250602002078,S00761,Sydney CBD,medium_satchel,ATL,32.8,24.2,5.6,0.91,4.45,2025-06-02
AP20250602002079,S00761,Sydney CBD,extra_large,CARD,80.6,56.0,38.2,19.1,172.42,2025-06-02
AP20250602002080,S00761,Sydney CBD,small_satchel,ATL,25.0,17.1,2.8,0.42,1.2,2025-06-02
AP20250602002081,S00761,Sydney CBD,small_satchel,ATL,25.2,18.7,3.0,0.45,1.41,2025-06-02
AP20250602002082,S00762,Sydney CBD,medium_parcel,CARD,43.6,38.4,25.4,5.71,42.53,2025-06-02
AP20250602002083,S00762,Sydney CBD,medium_parcel,CARD,47.1,33.3,27.8,4.85,43.6,2025-06-02
AP20250602002084,S00762,Sydney CBD,large_parcel,CARD,64.1,41.5,35.9,9.23,95.5,2025-06-02
AP20250602002085,S00762,Sydney CBD,large_parcel,SIG,62.2,48.7,33.8,8.82,102.38,2025-06-02
AP20250602002086,S00762,Sydney CBD,medium_satchel,ATL,30.9,22.5,6.0,1.03,4.17,2025-06-02
