stop_id,suburb,lat,lon,stop_type,address,zone_id,dominant_suburb
S02324,Surry Hills,-33.884089,151.206207,apartment,"544 Bourke St, Surry Hills NSW",Z0658,Surry Hills
S02325,Surry Hills,-33.881472,151.221833,apartment,"50 Riley St, Surry Hills NSW",Z0649,Paddington
S02326,Surry Hills,-33.896615,151.220045,residential,"644 Campbell St, Surry Hills NSW",Z0239,Surry Hills
S02327,Surry Hills,-33.892731,151.210211,residential,"588 Campbell St, Surry Hills NSW",Z0578,Surry Hills
S02328,Surry Hills,-33.892435,151.22489,apartment,"338 Crown St, Surry Hills NSW",Z0335,Surry Hills
S02329,Surry Hills,-33.895731,151.214581,apartment,"206 Crown St, Surry Hills NSW",Z0577,Waterloo
S02330,Surry Hills,-33.902887,151.220385,residential,"80 Oxford St, Surry Hills NSW",Z0587,Kensington
S02331,Surry Hills,-33.914536,151.202255,residential,"470 Albion St, Surry Hills NSW",Z0408,Alexandria
S02332,Surry Hills,-33.878936,151.204117,apartment,"640 Crown St, Surry Hills NSW",Z0275,Sydney CBD
S02333,Surry Hills,-33.900931,151.204021,residential,"178 Foveaux St, Surry Hills NSW",Z0601,Waterloo
S02334,Surry Hills,-33.875968,151.209219,apartment,"200 Crown St, Surry Hills NSW",Z0674,Sydney CBD
S02335,Surry Hills,-33.882585,151.210539,business,"288 Cleveland St, Surry Hills NSW",Z0653,Surry Hills
S02336,Surry Hills,-33.891746,151.212918,apartment,"164 Cleveland St, Surry Hills NSW",Z0301,Surry Hills
S02337,Surry Hills,-33.883569,151.227758,apartment,"154 Foveaux St, Surry Hills NSW",Z0143,Paddington
S02338,Surry Hills,-33.885099,151.216492,business,"118 Fitzroy St, Surry Hills NSW",Z0652,Surry Hills
S02339,Surry Hills,-33.897314,151.205367,residential,"458 Cleveland St, Surry Hills NSW",Z0614,Waterloo
S02340,Surry Hills,-33.88862,151.209971,apartment,"182 Campbell St, Surry Hills NSW",Z0646,Surry Hills
S02341,Surry Hills,-33.896339,151.223544,apartment,"2 Campbell St, Surry Hills NSW",Z0473,Surry Hills
S02342,Surry Hills,-33.883267,151.217037,business,"538 Cleveland St, Surry Hills NSW",Z0635,Surry Hills
S02343,Surry Hills,-33.894222,151.223426,business,"572 Crown St, Surry Hills NSW",Z0172,Surry Hills
S02344,Surry Hills,-33.889273,151.205656,residential,"394 Oxford St, Surry Hills NSW",Z0417,Surry Hills
S02345,Surry Hills,-33.889618,151.203595,residential,"548 Oxford St, Surry Hills NSW",Z0406,Surry Hills
S02346,Surry Hills,-33.887527,151.203727,residential,"156 Campbell St, Surry Hills NSW",Z0406,Surry Hills
S02347,Surry Hills,-33.8752,151.206382,residential,"282 Cleveland St, Surry Hills NSW",Z0401,Sydney CBD
S02348,Surry Hills,-33.890428,151.20043,apartment,"576 Fitzroy St, Surry Hills NSW",Z0687,Surry Hills
S02349,Surry Hills,-33.878757,151.212657,apartment,"142 Bourke St, Surry Hills NSW",Z0657,Darlinghurst
S02350,Surry Hills,-33.88466,151.212811,residential,"100 Crown St, Surry Hills NSW",Z0304,Surry Hills
S02351,Surry Hills,-33.877153,151.222049,residential,"160 Crown St, Surry Hills NSW",Z0622,Darlinghurst
S02352,Surry Hills,-33.891207,151.194158,residential,"470 Oxford St, Surry Hills NSW",Z0460,Surry Hills
S02353,Surry Hills,-33.882931,151.201503,residential,"574 Cleveland St, Surry Hills NSW",Z0342,Surry Hills
S02354,Surry Hills,-33.888974,151.21725,residential,"614 Riley St, Surry Hills NSW",Z0669,Surry Hills
S02355,Surry Hills,-33.912415,151.211651,apartment,"310 Devonshire St, Surry Hills NSW",Z0210,Kensington
S02356,Surry Hills,-33.897219,151.210403,apartment,"120 Cleveland St, Surry Hills NSW",Z0575,Surry Hills
S02357,Surry Hills,-33.883841,151.221375,residential,"66 Foveaux St, Surry Hills NSW",Z0637,Surry Hills
S02358,Surry Hills,-33.88437,151.20091,residential,"254 Cleveland St, Surry Hills NSW",Z0342,Surry Hills
S02359,Surry Hills,-33.89886,151.203441,business,"442 Crown St, Surry Hills NSW",Z0565,Waterloo
S02360,Surry Hills,-33.886737,151.202381,apartment,"400 Bourke St, Surry Hills NSW",Z0181,Surry Hills
S02361,Surry Hills,-33.884474,151.191884,business,"252 Foveaux St, Surry Hills NSW",Z0277,Glebe
S02362,Surry Hills,-33.888777,151.211195,apartment,"82 Oxford St, Surry Hills NSW",Z0646,Surry Hills
S02363,Surry Hills,-33.882669,151.205294,residential,"550 Albion St, Surry Hills NSW",Z0034,Surry Hills
S02364,Surry Hills,-33.88376,151.203404,business,"594 Albion St, Surry Hills NSW",Z0113,Surry Hills
S02365,Surry Hills,-33.888781,151.201779,apartment,"170 Riley St, Surry Hills NSW",Z0399,Surry Hills
S02366,Surry Hills,-33.892587,151.20984,apartment,"178 Oxford St, Surry Hills NSW",Z0578,Surry Hills
S02367,Surry Hills,-33.88016,151.202813,residential,"84 Fitzroy St, Surry Hills NSW",Z0477,Surry Hills
S02368,Surry Hills,-33.884795,151.211994,apartment,"240 Campbell St, Surry Hills NSW",Z0304,Surry Hills
S02369,Surry Hills,-33.899551,151.214133,apartment,"558 Riley St, Surry Hills NSW",Z0546,Surry Hills
S02370,Surry Hills,-33.886733,151.207349,business,"66 Albion St, Surry Hills NSW",Z0447,Surry Hills
S02371,Surry Hills,-33.897708,151.206738,apartment,"552 Campbell St, Surry Hills NSW",Z0561,Surry Hills
S02372,Surry Hills,-33.896217,151.211669,apartment,"306 Fitzroy St, Surry Hills NSW",Z0576,Surry Hills
S02373,Surry Hills,-33.893715,151.20974,apartment,"180 Oxford St, Surry Hills NSW",Z0160,Surry Hills
S02374,Surry Hills,-33.888141,151.221971,residential,"208 Campbell St, Surry Hills NSW",Z0595,Paddington
S02375,Surry Hills,-33.885504,151.212864,apartment,"24 Oxford St, Surry Hills NSW",Z0304,Surry Hills
S02376,Surry Hills,-33.891772,151.21986,business,"320 Fitzroy St, Surry Hills NSW",Z0328,Surry Hills
S02377,Surry Hills,-33.891421,151.215495,residential,"392 Devonshire St, Surry Hills NSW",Z0670,Surry Hills
S02378,Surry Hills,-33.892526,151.198134,apartment,"614 Foveaux St, Surry Hills NSW",Z0678,Waterloo
S02379,Surry Hills,-33.88012,151.204976,residential,"524 Campbell St, Surry Hills NSW",Z0378,Surry Hills
S02380,Surry Hills,-33.911324,151.209567,apartment,"182 Campbell St, Surry Hills NSW",Z0549,Alexandria
S02381,Surry Hills,-33.890969,151.217816,apartment,"394 Oxford St, Surry Hills NSW",Z0572,Surry Hills
S02382,Surry Hills,-33.87614,151.22735,residential,"138 Oxford St, Surry Hills NSW",Z0368,Paddington
S02383,Surry Hills,-33.884362,151.205643,residential,"440 Campbell St, Surry Hills NSW",Z0673,Surry Hills
S02384,Surry Hills,-33.878365,151.210497,apartment,"428 Oxford St, Surry Hills NSW",Z0659,Surry Hills
S02385,Surry Hills,-33.904774,151.217199,apartment,"292 Bourke St, Surry Hills NSW",Z0454,Waterloo
S02386,Surry Hills,-33.898438,151.20948,apartment,"466 Bourke St, Surry Hills NSW",Z0571,Surry Hills
S02387,Surry Hills,-33.884388,151.224797,residential,"468 Devonshire St, Surry Hills NSW",Z0667,Paddington
S02388,Surry Hills,-33.876095,151.19787,residential,"428 Devonshire St, Surry Hills NSW",Z0201,Glebe
S02389,Surry Hills,-33.89763,151.216102,business,"122 Devonshire St, Surry Hills NSW",Z0568,Waterloo
S02390,Surry Hills,-33.891602,151.216014,business,"156 Albion St, Surry Hills NSW",Z0572,Surry Hills
S02391,Surry Hills,-33.885288,151.220368,apartment,"190 Albion St, Surry Hills NSW",Z0636,Darlinghurst
S02392,Surry Hills,-33.90012,151.210558,business,"660 Cleveland St, Surry Hills NSW",Z0571,Surry Hills
S02393,Surry Hills,-33.884326,151.218024,apartment,"432 Riley St, Surry Hills NSW",Z0651,Surry Hills
S02394,Surry Hills,-33.909905,151.207758,business,"426 Foveaux St, Surry Hills NSW",Z0548,Waterloo
S02395,Surry Hills,-33.884562,151.202787,residential,"608 Bourke St, Surry Hills NSW",Z0256,Surry Hills
S02396,Surry Hills,-33.896461,151.201475,residential,"400 Fitzroy St, Surry Hills NSW",Z0552,Waterloo
S02397,Surry Hills,-33.892081,151.197027,residential,"62 Foveaux St, Surry Hills NSW",Z0678,Waterloo
S02398,Surry Hills,-33.883285,151.206028,apartment,"580 Foveaux St, Surry Hills NSW",Z0034,Surry Hills
S02399,Surry Hills,-33.884922,151.212803,apartment,"686 Fitzroy St, Surry Hills NSW",Z0304,Surry Hills
S02400,Surry Hills,-33.888564,151.208127,residential,"270 Crown St, Surry Hills NSW",Z0057,Surry Hills
S02401,Surry Hills,-33.880748,151.211782,business,"166 Campbell St, Surry Hills NSW",Z0654,Surry Hills
S02402,Surry Hills,-33.902101,151.221114,residential,"94 Riley St, Surry Hills NSW",Z0587,Kensington
S02403,Surry Hills,-33.886865,151.205343,apartment,"412 Cleveland St, Surry Hills NSW",Z0042,Surry Hills
S02404,Surry Hills,-33.894821,151.231063,apartment,"154 Devonshire St, Surry Hills NSW",Z0189,Paddington
S02405,Surry Hills,-33.881156,151.216797,apartment,"518 Fitzroy St, Surry Hills NSW",Z0634,Surry Hills
S02406,Surry Hills,-33.883003,151.208228,business,"184 Albion St, Surry Hills NSW",Z0599,Surry Hills
S02407,Surry Hills,-33.882713,151.208024,residential,"200 Devonshire St, Surry Hills NSW",Z0599,Surry Hills
S02408,Surry Hills,-33.875337,151.200927,apartment,"390 Oxford St, Surry Hills NSW",Z0001,Glebe
S02409,Surry Hills,-33.879489,151.209769,apartment,"384 Fitzroy St, Surry Hills NSW",Z0659,Surry Hills
S02410,Surry Hills,-33.889759,151.190546,business,"136 Devonshire St, Surry Hills NSW",Z0006,Glebe
S02411,Surry Hills,-33.88851,151.221302,residential,"484 Campbell St, Surry Hills NSW",Z0627,Surry Hills
S02412,Surry Hills,-33.883692,151.184651,apartment,"180 Campbell St, Surry Hills NSW",Z0286,Glebe
S02413,Surry Hills,-33.887411,151.210376,apartment,"690 Campbell St, Surry Hills NSW",Z0211,Surry Hills
S02414,Surry Hills,-33.882859,151.199704,apartment,"20 Devonshire St, Surry Hills NSW",Z0342,Surry Hills
S02415,Surry Hills,-33.906343,151.203689,apartment,"528 Campbell St, Surry Hills NSW",Z0538,Waterloo
S02416,Surry Hills,-33.873454,151.204851,business,"536 Bourke St, Surry Hills NSW",Z0235,Sydney CBD
S02417,Surry Hills,-33.888012,151.227331,residential,"640 Albion St, Surry Hills NSW",Z0178,Paddington
S02418,Surry Hills,-33.90148,151.200071,business,"236 Cleveland St, Surry Hills NSW",Z0237,Waterloo
S02419,Surry Hills,-33.89581,151.218228,business,"500 Fitzroy St, Surry Hills NSW",Z0569,Surry Hills
S02420,Surry Hills,-33.905535,151.220444,residential,"118 Foveaux St, Surry Hills NSW",Z0138,Kensington
S02421,Surry Hills,-33.897222,151.188954,apartment,"390 Devonshire St, Surry Hills NSW",Z0664,Alexandria
S02422,Surry Hills,-33.889638,151.204462,apartment,"100 Devonshire St, Surry Hills NSW",Z0417,Surry Hills
S02423,Surry Hills,-33.876382,151.22336,apartment,"592 Albion St, Surry Hills NSW",Z0648,Darlinghurst
S02424,Surry Hills,-33.885215,151.198167,apartment,"194 Crown St, Surry Hills NSW",Z0691,Glebe
S02425,Surry Hills,-33.886637,151.220784,residential,"254 Riley St, Surry Hills NSW",Z0593,Surry Hills
S02426,Surry Hills,-33.897581,151.209839,residential,"492 Oxford St, Surry Hills NSW",Z0575,Surry Hills
S02427,Surry Hills,-33.895096,151.20945,residential,"174 Fitzroy St, Surry Hills NSW",Z0160,Surry Hills
S02428,Surry Hills,-33.894475,151.210625,residential,"154 Crown St, Surry Hills NSW",Z0160,Surry Hills
S02429,Surry Hills,-33.894149,151.213083,apartment,"408 Oxford St, Surry Hills NSW",Z0576,Surry Hills
S02430,Surry Hills,-33.891312,151.201399,apartment,"292 Riley St, Surry Hills NSW",Z0686,Surry Hills
S02431,Surry Hills,-33.890708,151.207656,apartment,"298 Foveaux St, Surry Hills NSW",Z0318,Surry Hills
S02432,Surry Hills,-33.891213,151.213335,apartment,"222 Devonshire St, Surry Hills NSW",Z0301,Surry Hills
S02433,Surry Hills,-33.893871,151.211592,residential,"258 Campbell St, Surry Hills NSW",Z0576,Surry Hills
S02434,Surry Hills,-33.88742,151.213143,residential,"506 Albion St, Surry Hills NSW",Z0608,Surry Hills
S02435,Surry Hills,-33.891015,151.203532,business,"332 Fitzroy St, Surry Hills NSW",Z0174,Waterloo
S02436,Surry Hills,-33.901265,151.215691,business,"594 Albion St, Surry Hills NSW",Z0351,Surry Hills
S02437,Surry Hills,-33.888225,151.211138,business,"274 Cleveland St, Surry Hills NSW",Z0211,Surry Hills
S02438,Surry Hills,-33.889434,151.195774,apartment,"558 Foveaux St, Surry Hills NSW",Z0462,Surry Hills
S02439,Surry Hills,-33.901137,151.205218,business,"668 Cleveland St, Surry Hills NSW",Z0603,Waterloo
S02440,Surry Hills,-33.89323,151.20194,apartment,"22 Riley St, Surry Hills NSW",Z0248,Waterloo
S02441,Surry Hills,-33.883723,151.201825,residential,"142 Riley St, Surry Hills NSW",Z0342,Surry Hills
S02442,Surry Hills,-33.897592,151.205712,residential,"318 Bourke St, Surry Hills NSW",Z0561,Surry Hills
S02443,Surry Hills,-33.898437,151.215521,apartment,"432 Riley St, Surry Hills NSW",Z0568,Waterloo
S02444,Surry Hills,-33.891099,151.204359,apartment,"52 Crown St, Surry Hills NSW",Z0174,Waterloo
S02445,Surry Hills,-33.883517,151.212026,apartment,"572 Crown St, Surry Hills NSW",Z0623,Surry Hills
S02446,Surry Hills,-33.874017,151.21055,residential,"324 Campbell St, Surry Hills NSW",Z0285,Sydney CBD
S02447,Surry Hills,-33.883229,151.202989,residential,"204 Devonshire St, Surry Hills NSW",Z0113,Surry Hills
S02448,Surry Hills,-33.879821,151.206897,residential,"138 Albion St, Surry Hills NSW",Z0378,Surry Hills
S02449,Surry Hills,-33.885726,151.217784,apartment,"266 Devonshire St, Surry Hills NSW",Z0651,Surry Hills
S02450,Surry Hills,-33.893981,151.211348,residential,"378 Devonshire St, Surry Hills NSW",Z0576,Surry Hills
S02451,Surry Hills,-33.883286,151.214939,business,"422 Crown St, Surry Hills NSW",Z0624,Surry Hills
S02452,Surry Hills,-33.889185,151.221452,apartment,"486 Albion St, Surry Hills NSW",Z0595,Paddington
S02453,Surry Hills,-33.885484,151.213914,apartment,"332 Campbell St, Surry Hills NSW",Z0609,Surry Hills
S02454,Surry Hills,-33.896068,151.192714,apartment,"122 Foveaux St, Surry Hills NSW",Z0012,Alexandria
S02455,Surry Hills,-33.884768,151.212435,residential,"558 Bourke St, Surry Hills NSW",Z0304,Surry Hills
S02456,Surry Hills,-33.889464,151.204437,apartment,"226 Crown St, Surry Hills NSW",Z0417,Surry Hills
S02457,Surry Hills,-33.88665,151.226293,business,"60 Cleveland St, Surry Hills NSW",Z0178,Paddington
S02458,Surry Hills,-33.889181,151.213593,business,"646 Bourke St, Surry Hills NSW",Z0072,Surry Hills
S02459,Surry Hills,-33.890718,151.204623,business,"322 Foveaux St, Surry Hills NSW",Z0174,Waterloo
S02460,Surry Hills,-33.884622,151.215099,business,"468 Riley St, Surry Hills NSW",Z0624,Surry Hills
S02461,Surry Hills,-33.891749,151.210817,business,"678 Devonshire St, Surry Hills NSW",Z0169,Surry Hills
S02462,Surry Hills,-33.90121,151.194538,apartment,"340 Fitzroy St, Surry Hills NSW",Z0319,Alexandria
S02463,Surry Hills,-33.903492,151.217768,apartment,"636 Campbell St, Surry Hills NSW",Z0545,Surry Hills
S02464,Surry Hills,-33.887025,151.20635,residential,"372 Devonshire St, Surry Hills NSW",Z0042,Surry Hills
S02465,Surry Hills,-33.892078,151.222786,apartment,"114 Riley St, Surry Hills NSW",Z0172,Surry Hills
S02466,Surry Hills,-33.902333,151.20888,business,"480 Foveaux St, Surry Hills NSW",Z0291,Waterloo
S02467,Surry Hills,-33.887648,151.222954,apartment,"514 Cleveland St, Surry Hills NSW",Z0595,Paddington
S02468,Surry Hills,-33.889251,151.213824,residential,"402 Campbell St, Surry Hills NSW",Z0072,Surry Hills
S02469,Surry Hills,-33.892497,151.218767,residential,"650 Campbell St, Surry Hills NSW",Z0328,Surry Hills
S02470,Surry Hills,-33.886526,151.205574,apartment,"630 Foveaux St, Surry Hills NSW",Z0042,Surry Hills
S02471,Surry Hills,-33.877979,151.213177,apartment,"604 Bourke St, Surry Hills NSW",Z0315,Darlinghurst
S02472,Surry Hills,-33.878223,151.194464,residential,"212 Oxford St, Surry Hills NSW",Z0097,Glebe
S02473,Surry Hills,-33.88735,151.208857,residential,"580 Devonshire St, Surry Hills NSW",Z0612,Surry Hills
S02474,Surry Hills,-33.889178,151.196639,residential,"202 Bourke St, Surry Hills NSW",Z0312,Surry Hills
S02475,Surry Hills,-33.887238,151.199713,residential,"194 Crown St, Surry Hills NSW",Z0683,Surry Hills
S02476,Surry Hills,-33.886028,151.201983,residential,"306 Foveaux St, Surry Hills NSW",Z0181,Surry Hills
S02477,Surry Hills,-33.890646,151.215944,apartment,"58 Crown St, Surry Hills NSW",Z0670,Surry Hills
S02478,Surry Hills,-33.887104,151.208674,apartment,"306 Cleveland St, Surry Hills NSW",Z0612,Surry Hills
S02479,Surry Hills,-33.901089,151.210283,residential,"146 Bourke St, Surry Hills NSW",Z0291,Waterloo
S02480,Surry Hills,-33.887849,151.208429,residential,"508 Fitzroy St, Surry Hills NSW",Z0057,Surry Hills
S02481,Surry Hills,-33.884685,151.219726,business,"8 Oxford St, Surry Hills NSW",Z0636,Darlinghurst
S02482,Surry Hills,-33.892419,151.210036,residential,"474 Foveaux St, Surry Hills NSW",Z0578,Surry Hills
S02483,Surry Hills,-33.889264,151.21224,business,"76 Foveaux St, Surry Hills NSW",Z0072,Surry Hills
S02484,Surry Hills,-33.897392,151.204868,apartment,"40 Oxford St, Surry Hills NSW",Z0564,Waterloo
S02485,Surry Hills,-33.898503,151.220345,residential,"226 Campbell St, Surry Hills NSW",Z0197,Surry Hills
S02486,Surry Hills,-33.886813,151.22102,apartment,"46 Riley St, Surry Hills NSW",Z0593,Surry Hills
S02487,Surry Hills,-33.894337,151.209668,apartment,"272 Cleveland St, Surry Hills NSW",Z0160,Surry Hills
S02488,Surry Hills,-33.902715,151.204741,business,"496 Bourke St, Surry Hills NSW",Z0602,Waterloo
S02489,Surry Hills,-33.897394,151.195456,apartment,"602 Foveaux St, Surry Hills NSW",Z0542,Alexandria
S02490,Surry Hills,-33.896231,151.202183,business,"194 Foveaux St, Surry Hills NSW",Z0552,Waterloo
S02491,Surry Hills,-33.882303,151.190496,apartment,"66 Oxford St, Surry Hills NSW",Z0230,Glebe
S02492,Surry Hills,-33.887067,151.201804,apartment,"270 Fitzroy St, Surry Hills NSW",Z0181,Surry Hills
S02493,Surry Hills,-33.895473,151.213213,residential,"510 Oxford St, Surry Hills NSW",Z0581,Surry Hills
S02494,Surry Hills,-33.893202,151.209546,residential,"556 Oxford St, Surry Hills NSW",Z0578,Surry Hills
S02495,Surry Hills,-33.878003,151.230909,business,"266 Devonshire St, Surry Hills NSW",Z0604,Paddington
S02496,Surry Hills,-33.881011,151.20666,residential,"476 Bourke St, Surry Hills NSW",Z0658,Surry Hills
S02497,Surry Hills,-33.897444,151.205958,business,"30 Campbell St, Surry Hills NSW",Z0561,Surry Hills
S02498,Surry Hills,-33.879192,151.219565,business,"554 Oxford St, Surry Hills NSW",Z0630,Darlinghurst
S02499,Surry Hills,-33.889145,151.192658,business,"252 Fitzroy St, Surry Hills NSW",Z0265,Glebe
S02500,Surry Hills,-33.882103,151.196664,residential,"690 Campbell St, Surry Hills NSW",Z0297,Glebe
S02501,Surry Hills,-33.889806,151.215975,residential,"34 Albion St, Surry Hills NSW",Z0670,Surry Hills
S02502,Surry Hills,-33.879013,151.208241,business,"624 Bourke St, Surry Hills NSW",Z0658,Surry Hills
S02503,Surry Hills,-33.897777,151.208448,business,"100 Foveaux St, Surry Hills NSW",Z0562,Waterloo
S02504,Surry Hills,-33.890544,151.201566,apartment,"270 Albion St, Surry Hills NSW",Z0687,Surry Hills
S02505,Surry Hills,-33.878768,151.212158,apartment,"236 Campbell St, Surry Hills NSW",Z0657,Darlinghurst
S02506,Surry Hills,-33.907641,151.202728,apartment,"612 Campbell St, Surry Hills NSW",Z0567,Waterloo
S02507,Surry Hills,-33.888868,151.210655,apartment,"120 Bourke St, Surry Hills NSW",Z0646,Surry Hills
S02508,Surry Hills,-33.891648,151.199574,residential,"250 Riley St, Surry Hills NSW",Z0582,Surry Hills
S02509,Surry Hills,-33.883023,151.208358,apartment,"232 Devonshire St, Surry Hills NSW",Z0599,Surry Hills
S02510,Surry Hills,-33.879941,151.228224,residential,"346 Foveaux St, Surry Hills NSW",Z0663,Darlinghurst
S02511,Surry Hills,-33.882658,151.206176,residential,"374 Albion St, Surry Hills NSW",Z0034,Surry Hills
S02512,Surry Hills,-33.886572,151.208814,apartment,"176 Oxford St, Surry Hills NSW",Z0612,Surry Hills
S02513,Surry Hills,-33.888175,151.208177,residential,"406 Cleveland St, Surry Hills NSW",Z0057,Surry Hills
S02514,Surry Hills,-33.891242,151.211571,residential,"622 Riley St, Surry Hills NSW",Z0169,Surry Hills
S02515,Surry Hills,-33.88682,151.214213,apartment,"640 Foveaux St, Surry Hills NSW",Z0608,Surry Hills
S02516,Surry Hills,-33.876823,151.212315,apartment,"364 Cleveland St, Surry Hills NSW",Z0315,Darlinghurst
S02517,Surry Hills,-33.895144,151.212514,residential,"336 Devonshire St, Surry Hills NSW",Z0580,Surry Hills
S02518,Surry Hills,-33.891717,151.208372,business,"362 Cleveland St, Surry Hills NSW",Z0011,Surry Hills
S02519,Surry Hills,-33.889104,151.210903,business,"600 Oxford St, Surry Hills NSW",Z0646,Surry Hills
S02520,Surry Hills,-33.880493,151.208074,apartment,"260 Cleveland St, Surry Hills NSW",Z0115,Sydney CBD
S02521,Surry Hills,-33.886714,151.193689,residential,"298 Riley St, Surry Hills NSW",Z0265,Glebe
S02522,Surry Hills,-33.880632,151.233676,residential,"612 Crown St, Surry Hills NSW",Z0694,Darlinghurst
S02523,Surry Hills,-33.880227,151.216554,residential,"418 Riley St, Surry Hills NSW",Z0620,Surry Hills
S02524,Surry Hills,-33.883764,151.201186,apartment,"222 Oxford St, Surry Hills NSW",Z0342,Surry Hills
S02525,Surry Hills,-33.897012,151.212071,business,"274 Albion St, Surry Hills NSW",Z0575,Surry Hills
S02526,Surry Hills,-33.875211,151.197885,apartment,"422 Crown St, Surry Hills NSW",Z0201,Glebe
S02527,Surry Hills,-33.877201,151.205552,residential,"292 Devonshire St, Surry Hills NSW",Z0275,Sydney CBD
S02528,Surry Hills,-33.887992,151.196662,business,"168 Riley St, Surry Hills NSW",Z0312,Surry Hills
S02529,Surry Hills,-33.899554,151.209539,business,"60 Crown St, Surry Hills NSW",Z0570,Waterloo
S02530,Surry Hills,-33.900984,151.195768,business,"130 Campbell St, Surry Hills NSW",Z0319,Alexandria
S02531,Surry Hills,-33.886465,151.213496,apartment,"48 Riley St, Surry Hills NSW",Z0608,Surry Hills
S02532,Surry Hills,-33.894114,151.21614,residential,"422 Crown St, Surry Hills NSW",Z0625,Surry Hills
S02533,Surry Hills,-33.902238,151.202557,residential,"444 Bourke St, Surry Hills NSW",Z0566,Alexandria
S02534,Surry Hills,-33.901135,151.211448,residential,"180 Albion St, Surry Hills NSW",Z0545,Surry Hills
S02535,Surry Hills,-33.89226,151.20208,business,"212 Foveaux St, Surry Hills NSW",Z0686,Surry Hills
S02536,Surry Hills,-33.886941,151.214606,residential,"344 Cleveland St, Surry Hills NSW",Z0609,Surry Hills
S02537,Surry Hills,-33.877254,151.203802,residential,"460 Crown St, Surry Hills NSW",Z0275,Sydney CBD
S02538,Surry Hills,-33.884626,151.217101,apartment,"154 Foveaux St, Surry Hills NSW",Z0651,Surry Hills
S02539,Surry Hills,-33.891551,151.193696,residential,"136 Riley St, Surry Hills NSW",Z0460,Surry Hills
S02540,Surry Hills,-33.88546,151.200955,apartment,"184 Foveaux St, Surry Hills NSW",Z0683,Surry Hills
S02541,Surry Hills,-33.886175,151.200021,residential,"176 Campbell St, Surry Hills NSW",Z0683,Surry Hills
S02542,Surry Hills,-33.882584,151.21183,residential,"100 Fitzroy St, Surry Hills NSW",Z0606,Surry Hills
S02543,Surry Hills,-33.88882,151.214996,residential,"206 Fitzroy St, Surry Hills NSW",Z0411,Surry Hills
S02544,Surry Hills,-33.88021,151.212526,apartment,"92 Albion St, Surry Hills NSW",Z0657,Darlinghurst
S02545,Surry Hills,-33.881904,151.205419,business,"358 Crown St, Surry Hills NSW",Z0034,Surry Hills
S02546,Surry Hills,-33.887838,151.184844,apartment,"534 Campbell St, Surry Hills NSW",Z0040,Glebe
S02547,Surry Hills,-33.889454,151.210348,apartment,"536 Cleveland St, Surry Hills NSW",Z0579,Surry Hills
S02548,Surry Hills,-33.881142,151.217092,residential,"640 Devonshire St, Surry Hills NSW",Z0620,Surry Hills
S02549,Surry Hills,-33.894208,151.234125,residential,"16 Oxford St, Surry Hills NSW",Z0616,Paddington
S02550,Surry Hills,-33.900553,151.20618,residential,"530 Albion St, Surry Hills NSW",Z0603,Waterloo
S02551,Surry Hills,-33.900598,151.204012,business,"156 Oxford St, Surry Hills NSW",Z0601,Waterloo
S02552,Surry Hills,-33.894871,151.212882,residential,"480 Fitzroy St, Surry Hills NSW",Z0580,Surry Hills
S02553,Surry Hills,-33.883223,151.207695,residential,"516 Bourke St, Surry Hills NSW",Z0599,Surry Hills
S02554,Surry Hills,-33.891882,151.221478,residential,"392 Devonshire St, Surry Hills NSW",Z0628,Surry Hills
S02555,Surry Hills,-33.886864,151.202726,business,"660 Devonshire St, Surry Hills NSW",Z0181,Surry Hills
S02556,Surry Hills,-33.892462,151.20776,business,"262 Oxford St, Surry Hills NSW",Z0011,Surry Hills
S02557,Surry Hills,-33.892399,151.217886,business,"686 Bourke St, Surry Hills NSW",Z0328,Surry Hills
S02558,Surry Hills,-33.896704,151.212775,residential,"522 Riley St, Surry Hills NSW",Z0575,Surry Hills
S02559,Surry Hills,-33.889235,151.220451,residential,"484 Foveaux St, Surry Hills NSW",Z0628,Surry Hills
S02560,Surry Hills,-33.889901,151.206071,residential,"342 Albion St, Surry Hills NSW",Z0417,Surry Hills
S02561,Surry Hills,-33.885199,151.22137,apartment,"294 Campbell St, Surry Hills NSW",Z0594,Darlinghurst
S02562,Surry Hills,-33.886198,151.195025,apartment,"540 Devonshire St, Surry Hills NSW",Z0495,Glebe
S02563,Surry Hills,-33.890077,151.195386,residential,"298 Oxford St, Surry Hills NSW",Z0460,Surry Hills
S02564,Surry Hills,-33.900549,151.221511,residential,"598 Foveaux St, Surry Hills NSW",Z0197,Surry Hills
S02565,Surry Hills,-33.879935,151.210066,residential,"56 Fitzroy St, Surry Hills NSW",Z0659,Surry Hills
S02566,Surry Hills,-33.88918,151.218287,residential,"298 Campbell St, Surry Hills NSW",Z0669,Surry Hills
S02567,Surry Hills,-33.887863,151.210895,apartment,"560 Oxford St, Surry Hills NSW",Z0211,Surry Hills
S02568,Surry Hills,-33.875696,151.209937,residential,"364 Albion St, Surry Hills NSW",Z0674,Sydney CBD
S02569,Surry Hills,-33.881234,151.198048,residential,"332 Cleveland St, Surry Hills NSW",Z0292,Surry Hills
S02570,Surry Hills,-33.884928,151.209758,apartment,"34 Devonshire St, Surry Hills NSW",Z0304,Surry Hills
S02571,Surry Hills,-33.888518,151.222254,apartment,"300 Fitzroy St, Surry Hills NSW",Z0595,Paddington
S02572,Surry Hills,-33.888593,151.21051,business,"678 Albion St, Surry Hills NSW",Z0646,Surry Hills
