sim_id,on_road_saving_s,zs_pre_route_saving_s,zs_total_saving_s,zs_saving_min,hc_pre_route_saving_s,hc_total_saving_s,hc_saving_min
1283,1135.0,5395.9,6530.8,108.85,3272.8,3953.7,65.9
1284,1208.3,5587.1,6795.4,113.26,3505.5,4230.5,70.51
1285,953.5,6907.6,7861.1,131.02,5322.7,5894.8,98.25
1286,2331.8,4925.5,7257.4,120.96,2552.7,3951.8,65.86
1287,1002.4,7856.7,8859.0,147.65,5794.6,6396.0,106.6
1288,792.8,5234.7,6027.5,100.46,2759.8,3235.4,53.92
1289,2315.7,5945.2,8260.8,137.68,3719.6,5109.0,85.15
1290,395.9,6773.3,7169.1,119.49,4448.7,4686.2,78.1
1291,154.2,6724.4,6878.6,114.64,4378.1,4470.7,74.51
1292,760.6,5251.6,6012.3,100.2,4003.8,4460.1,74.34
1293,1178.1,6443.0,7621.0,127.02,4784.9,5491.7,91.53
1294,1164.7,6733.2,7897.9,131.63,5104.7,5803.5,96.73
1295,2602.4,5684.3,8286.8,138.11,3702.9,5264.4,87.74
1296,1145.8,5298.1,6443.9,107.4,3337.2,4024.6,67.08
1297,402.6,4040.0,4442.5,74.04,2344.1,2585.7,43.09
1298,1309.1,4766.7,6075.8,101.26,2972.2,3757.7,62.63
1299,2041.9,6050.6,8092.5,134.88,4240.6,5465.8,91.1
1300,-63.8,6816.5,6752.7,112.54,3999.1,3960.8,66.01
1301,1760.0,5644.5,7404.4,123.41,3679.1,4735.1,78.92
1302,-248.3,4561.4,4313.1,71.88,2875.7,2726.7,45.45
1303,3390.3,5350.6,8740.9,145.68,3128.7,5162.9,86.05
1304,277.2,5811.8,6089.0,101.48,3392.4,3558.7,59.31
1305,1300.4,7335.1,8635.5,143.92,5182.0,5962.2,99.37
1306,2031.3,6399.8,8431.1,140.52,4189.5,5408.3,90.14
1307,426.0,6083.7,6509.7,108.49,4141.4,4397.0,73.28
1308,2022.8,5033.9,7056.7,117.61,3341.3,4555.0,75.92
1309,664.0,5765.6,6429.6,107.16,3832.1,4230.5,70.51
1310,1560.4,5144.7,6705.1,111.75,3125.5,4061.7,67.7
1311,2687.0,4055.8,6742.8,112.38,2362.8,3975.0,66.25
1312,2361.9,3883.5,6245.4,104.09,2289.8,3706.9,61.78
1313,1207.5,5074.2,6281.7,104.69,3096.9,3821.4,63.69
1314,1358.5,6344.3,7702.7,128.38,3881.6,4696.7,78.28
1315,1614.4,7486.7,9101.1,151.68,5181.2,6149.8,102.5
1316,703.4,4070.0,4773.4,79.56,1338.6,1760.6,29.34
1317,3002.7,4799.4,7802.1,130.04,2337.3,4138.9,68.98
1318,2893.1,5569.4,8462.5,141.04,3720.6,5456.4,90.94
1319,430.8,3418.1,3848.9,64.15,1277.4,1535.8,25.6
1320,1809.4,5587.0,7396.4,123.27,3639.1,4724.7,78.75
1321,807.1,6681.0,7488.0,124.8,3269.3,3753.5,62.56
1322,471.9,5106.3,5578.2,92.97,3521.9,3805.0,63.42
1323,1933.8,3495.6,5429.4,90.49,992.9,2153.2,35.89
1324,1239.7,5290.8,6530.5,108.84,3580.2,4324.0,72.07
1325,827.7,5809.7,6637.4,110.62,4120.8,4617.4,76.96
1326,910.2,3685.9,4596.1,76.6,2249.8,2796.0,46.6
1327,847.5,4942.8,5790.3,96.5,3299.2,3807.7,63.46
1328,1874.1,5871.4,7745.6,129.09,3445.9,4570.4,76.17
1329,2244.4,4337.7,6582.1,109.7,2251.4,3598.1,59.97
1330,597.4,5844.5,6441.9,107.37,3627.5,3985.9,66.43
1331,1711.2,6046.5,7757.7,129.29,4204.7,5231.4,87.19
1332,1967.7,5141.1,7108.8,118.48,2724.1,3904.7,65.08
1333,1978.1,3144.9,5123.0,85.38,850.7,2037.6,33.96
1334,1078.7,6294.5,7373.2,122.89,3972.2,4619.4,76.99
1335,679.7,6912.1,7591.9,126.53,4434.4,4842.2,80.7
1336,1216.4,7672.3,8888.7,148.14,5369.0,6098.8,101.65
1337,1636.0,6987.9,8623.8,143.73,5012.2,5993.8,99.9
1338,973.0,5850.8,6823.8,113.73,4520.5,5104.3,85.07
1339,1354.0,6469.7,7823.6,130.39,4962.6,5775.0,96.25
1340,1748.6,7049.0,8797.6,146.63,5556.7,6605.9,110.1
1341,617.0,7260.2,7877.3,131.29,4805.6,5175.9,86.26
1342,1089.6,5841.5,6931.0,115.52,4079.1,4732.9,78.88
1343,2650.4,5747.8,8398.2,139.97,4388.0,5978.3,99.64
1344,1112.7,4488.9,5601.6,93.36,2389.1,3056.7,50.95
1345,1414.4,3996.4,5410.8,90.18,1887.8,2736.4,45.61
1346,1113.7,5620.4,6734.2,112.24,3979.5,4647.7,77.46
1347,1438.7,5682.3,7121.0,118.68,3996.8,4860.0,81.0
1348,1646.6,4406.6,6053.2,100.89,2331.2,3319.2,55.32
1349,253.2,4947.7,5201.0,86.68,2958.6,3110.5,51.84
1350,2173.6,3701.9,5875.5,97.92,1552.7,2856.8,47.61
1351,507.1,5884.6,6391.7,106.53,3470.6,3774.8,62.91
1352,3297.8,7495.2,10793.0,179.88,5149.9,7128.6,118.81
1353,1568.1,7260.3,8828.4,147.14,4604.9,5545.8,92.43
1354,1859.1,7033.1,8892.2,148.2,4221.4,5336.9,88.95
1355,1580.0,5441.0,7020.9,117.02,3568.7,4516.7,75.28
1356,792.4,5371.5,6163.9,102.73,3476.8,3952.2,65.87
1357,2422.6,4222.7,6645.4,110.76,2273.0,3726.6,62.11
1358,2627.6,6257.6,8885.2,148.09,4505.5,6082.0,101.37
1359,2722.8,7819.8,10542.6,175.71,5834.0,7467.7,124.46
1360,2034.9,5580.3,7615.2,126.92,3456.7,4677.7,77.96
1361,2818.4,6083.1,8901.5,148.36,3678.2,5369.2,89.49
1362,1911.4,4583.3,6494.7,108.24,2825.8,3972.7,66.21
1363,1134.8,5619.6,6754.4,112.57,3410.2,4091.0,68.18
1364,1975.1,5856.9,7832.0,130.53,3987.0,5172.1,86.2
1365,1546.5,3863.3,5409.8,90.16,2169.2,3097.1,51.62
1366,2111.8,6344.2,8456.0,140.93,4114.3,5381.4,89.69
1367,1727.4,6840.3,8567.7,142.79,4950.9,5987.3,99.79
1368,1253.4,5652.8,6906.2,115.1,3914.0,4666.1,77.77
1369,1539.8,5141.4,6681.2,111.35,2948.6,3872.5,64.54
1370,2406.9,5267.7,7674.6,127.91,2949.2,4393.3,73.22
1371,2290.0,5700.9,7990.9,133.18,3410.9,4784.9,79.75
1372,2103.1,6553.4,8656.6,144.28,4656.3,5918.2,98.64
1373,721.7,5024.5,5746.2,95.77,3924.8,4357.8,72.63
1374,1668.1,3844.5,5512.6,91.88,1502.6,2503.4,41.72
1375,1653.8,3503.6,5157.4,85.96,2008.3,3000.6,50.01
1376,1807.7,4597.2,6404.9,106.75,2671.3,3756.0,62.6
1377,2494.6,7045.0,9539.6,158.99,3900.5,5397.2,89.95
1378,544.6,5504.8,6049.4,100.82,3931.4,4258.1,70.97
1379,1225.2,7178.6,8403.7,140.06,4886.1,5621.2,93.69
1380,2234.9,5616.4,7851.3,130.85,3926.1,5267.0,87.78
1381,1243.4,4602.6,5846.1,97.43,2986.0,3732.0,62.2
1382,1090.4,6531.3,7621.7,127.03,4887.6,5541.9,92.36
1383,1424.5,4928.4,6352.8,105.88,3509.6,4364.3,72.74
1384,825.4,5951.9,6777.3,112.96,4952.3,5447.5,90.79
1385,1176.9,5667.7,6844.6,114.08,3422.8,4128.9,68.81
1386,1523.7,4326.9,5850.6,97.51,2208.1,3122.3,52.04
1387,2308.2,5487.3,7795.6,129.93,2571.1,3956.1,65.93
1388,1166.3,3028.5,4194.8,69.91,1193.4,1893.2,31.55
1389,751.8,5325.1,6076.9,101.28,3608.2,4059.3,67.65
1390,888.0,6798.1,7686.2,128.1,4460.7,4993.6,83.23
1391,952.1,4660.3,5612.5,93.54,3190.0,3761.3,62.69
1392,556.6,6426.0,6982.6,116.38,4494.3,4828.2,80.47
1393,843.9,1830.7,2674.6,44.58,783.2,1289.6,21.49
1394,1535.2,6383.9,7919.1,131.99,4195.1,5116.2,85.27
1395,2464.0,5552.1,8016.1,133.6,3476.5,4955.0,82.58
1396,1608.4,5265.3,6873.7,114.56,3253.3,4218.4,70.31
1397,917.9,4507.9,5425.9,90.43,2889.2,3439.9,57.33
1398,1783.5,3565.1,5348.6,89.14,1744.4,2814.5,46.91
1399,-90.3,2657.1,2566.8,42.78,1021.8,967.6,16.13
1400,643.8,5739.9,6383.6,106.39,4368.3,4754.6,79.24
1401,1352.6,6879.0,8231.6,137.19,4820.0,5631.5,93.86
1402,2437.7,5586.0,8023.7,133.73,3177.4,4640.1,77.33
1403,1374.7,5078.5,6453.3,107.55,2686.8,3511.7,58.53
1404,1819.0,5660.4,7479.4,124.66,4106.2,5197.6,86.63
1405,1658.7,6986.8,8645.5,144.09,5018.1,6013.3,100.22
1406,1685.9,3591.1,5277.0,87.95,1765.7,2777.3,46.29
1407,1674.0,4930.8,6604.8,110.08,3077.3,4081.7,68.03
1408,1156.2,7144.4,8300.6,138.34,5182.6,5876.3,97.94
1409,1110.5,3397.9,4508.4,75.14,1595.6,2261.9,37.7
1410,1428.9,4307.1,5736.0,95.6,2812.7,3670.0,61.17
1411,1250.7,5306.7,6557.3,109.29,3559.1,4309.5,71.82
1412,1655.4,3576.3,5231.7,87.19,981.1,1974.3,32.91
1413,1619.2,4880.8,6499.9,108.33,3372.9,4344.4,72.41
1414,1033.4,5472.5,6505.9,108.43,3271.1,3891.2,64.85
1415,868.6,5386.7,6255.3,104.26,3612.2,4133.4,68.89
1416,851.6,4626.4,5478.0,91.3,3153.9,3664.9,61.08
1417,2196.4,5246.7,7443.1,124.05,2265.1,3582.9,59.72
1418,1553.4,6999.5,8552.9,142.55,4784.1,5716.1,95.27
1419,1064.6,4411.5,5476.1,91.27,3336.3,3975.0,66.25
1420,1587.7,6720.8,8308.6,138.48,5295.0,6247.6,104.13
1421,2039.5,5313.3,7352.8,122.55,2966.3,4190.0,69.83
1422,1612.4,4043.3,5655.7,94.26,1467.7,2435.2,40.59
1423,1527.4,4813.5,6340.9,105.68,2956.0,3872.4,64.54
1424,1795.6,7487.3,9282.9,154.72,4889.9,5967.3,99.45
1425,1288.5,6354.6,7643.0,127.38,4867.8,5640.9,94.01
1426,2421.0,4736.5,7157.6,119.29,3065.5,4518.2,75.3
1427,1236.9,6145.1,7382.0,123.03,3961.2,4703.3,78.39
1428,2661.0,4002.4,6663.4,111.06,798.8,2395.4,39.92
1429,1771.0,7626.1,9397.1,156.62,5806.5,6869.1,114.48
1430,1545.4,5896.5,7441.9,124.03,3325.4,4252.7,70.88
1431,1627.7,7195.5,8823.2,147.05,5642.5,6619.1,110.32
1432,1097.8,6107.0,7204.8,120.08,3511.5,4170.2,69.5
1433,-214.6,4848.9,4634.3,77.24,2835.1,2706.3,45.11
1434,1059.4,5534.4,6593.9,109.9,4104.7,4740.4,79.01
1435,1482.5,5069.4,6551.9,109.2,2973.9,3863.5,64.39
1436,1429.3,5341.8,6771.1,112.85,3887.5,4745.1,79.08
1437,1622.8,4555.8,6178.7,102.98,2298.2,3271.9,54.53
1438,2333.2,4209.9,6543.1,109.05,2119.6,3519.6,58.66
1439,522.4,5634.5,6156.8,102.61,3784.2,4097.6,68.29
1440,2449.4,7108.0,9557.4,159.29,4999.4,6469.1,107.82
1441,718.8,4031.8,4750.6,79.18,1670.6,2101.9,35.03
1442,1224.1,7059.8,8283.9,138.07,4418.8,5153.2,85.89
1443,1524.9,7616.9,9141.8,152.36,5797.2,6712.2,111.87
1444,2177.3,4610.1,6787.5,113.12,3114.3,4420.7,73.68
1445,909.4,4703.0,5612.3,93.54,1379.5,1925.1,32.08
1446,889.5,4606.1,5495.6,91.59,1182.4,1716.1,28.6
1447,1006.5,5268.7,6275.3,104.59,2827.6,3431.6,57.19
1448,2209.5,5075.6,7285.1,121.42,3179.9,4505.5,75.09
1449,1246.1,6069.2,7315.2,121.92,4247.6,4995.3,83.25
1450,1989.6,6513.6,8503.2,141.72,4665.8,5859.5,97.66
1451,1764.1,5999.9,7764.0,129.4,3131.1,4189.6,69.83
1452,564.7,4945.7,5510.4,91.84,3749.7,4088.5,68.14
1453,2116.1,6376.5,8492.6,141.54,3759.1,5028.8,83.81
1454,1834.1,4968.3,6802.4,113.37,2877.1,3977.5,66.29
1455,1199.3,3931.8,5131.2,85.52,1761.5,2481.1,41.35
1456,770.8,6187.8,6958.7,115.98,4183.9,4646.4,77.44
1457,2628.5,3843.2,6471.7,107.86,2064.2,3641.3,60.69
1458,2364.7,5739.1,8103.8,135.06,3668.6,5087.4,84.79
1459,873.7,6095.9,6969.6,116.16,4032.2,4556.4,75.94
1460,1407.1,3562.8,4969.9,82.83,1105.5,1949.7,32.5
1461,1067.8,7005.8,8073.6,134.56,4533.1,5173.8,86.23
1462,892.1,4784.7,5676.8,94.61,2585.7,3121.0,52.02
1463,1834.3,6559.3,8393.6,139.89,4826.2,5926.8,98.78
1464,1892.5,6497.5,8390.0,139.83,4162.3,5297.8,88.3
1465,685.9,5148.6,5834.4,97.24,2950.1,3361.6,56.03
1466,836.7,5065.4,5902.1,98.37,3703.1,4205.1,70.09
1467,783.3,2680.1,3463.4,57.72,964.5,1434.5,23.91
1468,1252.7,1847.3,3099.9,51.67,417.7,1169.3,19.49
1469,2102.0,6453.1,8555.2,142.59,4620.5,5881.7,98.03
1470,696.4,4507.3,5203.7,86.73,2740.8,3158.7,52.64
1471,1578.8,5988.0,7566.8,126.11,4607.3,5554.6,92.58
1472,907.4,5589.4,6496.7,108.28,2725.5,3269.9,54.5
1473,2037.9,6420.9,8458.7,140.98,4375.8,5598.5,93.31
1474,524.3,3842.8,4367.1,72.78,2116.6,2431.2,40.52
1475,1436.3,6103.0,7539.3,125.66,3905.5,4767.3,79.45
1476,1244.6,6286.5,7531.1,125.52,4071.3,4818.1,80.3
1477,2180.7,4934.2,7114.8,118.58,3007.9,4316.3,71.94
1478,1624.3,6505.5,8129.8,135.5,4586.2,5560.8,92.68
1479,473.2,3446.7,3919.9,65.33,942.8,1226.7,20.45
1480,1162.5,4915.9,6078.5,101.31,2730.9,3428.4,57.14
1481,2063.9,6990.2,9054.1,150.9,4792.6,6030.9,100.51
1482,1986.5,5906.3,7892.8,131.55,3157.7,4349.6,72.49
1483,1139.1,4687.1,5826.2,97.1,2227.5,2910.9,48.52
1484,1093.7,5556.1,6649.8,110.83,3700.7,4356.9,72.62
1485,699.7,6005.8,6705.5,111.76,4208.0,4627.8,77.13
1486,860.9,6733.7,7594.5,126.58,4946.3,5462.8,91.05
1487,794.2,2468.0,3262.2,54.37,232.8,709.3,11.82
1488,1231.7,6757.5,7989.2,133.15,4095.6,4834.6,80.58
1489,1620.0,7317.8,8937.8,148.96,5758.5,6730.5,112.17
1490,1735.5,6320.1,8055.7,134.26,3988.1,5029.4,83.82
1491,982.7,7032.4,8015.0,133.58,4901.4,5491.0,91.52
1492,1383.9,4370.5,5754.4,95.91,2534.7,3365.0,56.08
1493,2018.2,4625.0,6643.3,110.72,2931.5,4142.4,69.04
1494,2599.7,5328.4,7928.2,132.14,3756.2,5316.0,88.6
1495,1087.0,4992.4,6079.4,101.32,3496.4,4148.6,69.14
1496,108.4,4288.1,4396.6,73.28,1982.2,2047.2,34.12
1497,264.4,5041.6,5306.0,88.43,3414.5,3573.2,59.55
1498,558.1,4904.4,5462.5,91.04,2866.6,3201.5,53.36
1499,1513.6,5159.4,6673.0,111.22,2672.8,3581.0,59.68
1500,2857.8,6602.2,9460.1,157.67,4987.7,6702.4,111.71
1501,1222.0,3998.1,5220.1,87.0,1759.9,2493.1,41.55
1502,414.9,6811.5,7226.4,120.44,5163.5,5412.5,90.21
1503,1417.5,4036.5,5454.1,90.9,1653.3,2503.8,41.73
1504,962.8,5383.4,6346.1,105.77,3050.0,3627.6,60.46
1505,1198.8,3290.7,4489.5,74.83,1545.5,2264.8,37.75
1506,599.2,4310.5,4909.7,81.83,1911.7,2271.2,37.85
1507,726.1,6455.0,7181.1,119.68,4871.4,5307.0,88.45
1508,41.6,3667.0,3708.6,61.81,1915.7,1940.7,32.34
1509,1054.9,2303.6,3358.5,55.98,251.4,884.4,14.74
1510,2922.4,5249.9,8172.3,136.21,2715.3,4468.8,74.48
1511,1427.6,6134.5,7562.1,126.03,4083.5,4940.1,82.34
1512,701.9,4804.0,5505.9,91.76,2597.5,3018.7,50.31
1513,706.4,4038.9,4745.3,79.09,2068.1,2492.0,41.53
1514,1051.4,5532.2,6583.6,109.73,2834.2,3465.1,57.75
1515,1851.0,4604.8,6455.8,107.6,2717.2,3827.8,63.8
1516,877.8,7090.1,7968.0,132.8,5691.2,6217.9,103.63
1517,1834.7,5139.0,6973.6,116.23,2504.5,3605.3,60.09
1518,2482.8,5195.5,7678.3,127.97,3306.9,4796.5,79.94
1519,1906.4,2813.8,4720.1,78.67,1326.5,2470.3,41.17
1520,2769.5,5790.6,8560.1,142.67,3654.7,5316.4,88.61
1521,2162.0,6143.0,8305.1,138.42,3810.9,5108.1,85.14
1522,1911.1,6150.9,8062.1,134.37,3631.8,4778.5,79.64
1523,658.2,3352.5,4010.8,66.85,905.1,1300.0,21.67
1524,1562.0,4564.3,6126.3,102.11,2601.1,3538.3,58.97
1525,1324.9,7248.7,8573.5,142.89,5550.7,6345.7,105.76
1526,2084.9,6657.6,8742.5,145.71,4790.9,6041.8,100.7
1527,1274.0,5151.7,6425.8,107.1,2967.4,3731.9,62.2
1528,1232.8,5166.6,6399.4,106.66,3329.8,4069.5,67.83
1529,458.0,6544.0,7002.0,116.7,4318.2,4593.0,76.55
1530,3018.0,4985.7,8003.7,133.39,2941.9,4752.7,79.21
1531,2012.2,5090.2,7102.4,118.37,3193.8,4401.1,73.35
1532,1398.2,5614.2,7012.4,116.87,3729.5,4568.4,76.14
1533,1369.6,5194.9,6564.5,109.41,2882.3,3704.1,61.73
1534,2076.8,6371.9,8448.8,140.81,4373.6,5619.7,93.66
1535,979.1,7317.9,8296.9,138.28,4950.3,5537.8,92.3
1536,2394.8,6137.3,8532.1,142.2,3995.0,5431.9,90.53
1537,1233.5,6127.8,7361.3,122.69,3918.5,4658.6,77.64
1538,1835.7,5646.4,7482.2,124.7,4188.3,5289.8,88.16
1539,987.2,6754.7,7741.9,129.03,5202.8,5795.1,96.58
1540,981.3,2215.3,3196.7,53.28,-80.0,508.8,8.48
1541,2335.4,5078.3,7413.7,123.56,3436.9,4838.2,80.64
1542,2338.9,5822.9,8161.8,136.03,3296.3,4699.6,78.33
1543,2096.8,6946.0,9042.8,150.71,5653.9,6911.9,115.2
1544,2335.2,5994.1,8329.3,138.82,4123.4,5524.5,92.07
1545,1290.5,6875.7,8166.2,136.1,4980.2,5754.5,95.91
1546,1711.8,4945.8,6657.6,110.96,2667.6,3694.7,61.58
1547,1255.2,4425.5,5680.7,94.68,2070.1,2823.2,47.05
1548,2087.8,5683.4,7771.2,129.52,4385.4,5638.1,93.97
1549,1722.7,7193.6,8916.3,148.6,4246.9,5280.5,88.01
1550,3026.8,5867.5,8894.3,148.24,3500.3,5316.4,88.61
1551,1644.3,6425.1,8069.4,134.49,3901.4,4888.0,81.47
1552,995.0,5853.6,6848.6,114.14,3542.1,4139.1,68.99
1553,1658.6,6796.4,8455.0,140.92,5153.5,6148.7,102.48
1554,2276.6,5665.7,7942.3,132.37,3182.6,4548.6,75.81
1555,1726.5,4868.0,6594.4,109.91,2966.7,4002.6,66.71
1556,660.1,5066.7,5726.8,95.45,3824.8,4220.8,70.35
1557,1445.2,5152.3,6597.5,109.96,2909.4,3776.5,62.94
1558,1146.7,7221.3,8368.1,139.47,4138.2,4826.2,80.44
1559,825.5,5745.0,6570.4,109.51,3895.1,4390.4,73.17
1560,-153.6,4141.0,3987.4,66.46,1659.9,1567.7,26.13
1561,1370.1,3786.7,5156.9,85.95,2239.4,3061.4,51.02
1562,1362.0,5232.6,6594.6,109.91,2932.4,3749.6,62.49
1563,1690.8,5620.6,7311.4,121.86,3212.0,4226.5,70.44
1564,796.6,6425.1,7221.6,120.36,4628.6,5106.5,85.11
1565,1551.1,3650.6,5201.6,86.69,2058.1,2988.8,49.81
1566,1976.2,2013.1,3989.4,66.49,-94.3,1091.4,18.19
1567,1919.2,4963.7,6883.0,114.72,3041.8,4193.4,69.89
1568,1541.6,6439.2,7980.8,133.01,4771.3,5696.2,94.94
1569,1155.0,4192.9,5347.9,89.13,2260.1,2953.1,49.22
1570,917.7,6299.2,7216.9,120.28,4530.5,5081.2,84.69
1571,1711.8,7359.9,9071.7,151.19,5374.2,6401.3,106.69
1572,2509.4,6999.5,9508.9,158.48,4781.2,6286.9,104.78
1573,1693.2,7538.1,9231.3,153.86,5526.9,6542.8,109.05
1574,2409.0,6779.3,9188.3,153.14,4161.2,5606.6,93.44
1575,2440.2,4298.0,6738.2,112.3,1991.7,3455.9,57.6
1576,946.9,6292.2,7239.2,120.65,3885.2,4453.4,74.22
1577,1368.5,6532.9,7901.4,131.69,5172.0,5993.1,99.88
1578,2081.6,4677.7,6759.3,112.65,3162.2,4411.1,73.52
1579,1579.2,5481.0,7060.2,117.67,3046.5,3994.0,66.57
1580,2086.4,6020.6,8107.1,135.12,4026.8,5278.7,87.98
1581,1535.9,2563.4,4099.3,68.32,1239.9,2161.4,36.02
1582,2285.0,4785.0,7070.0,117.83,3611.5,4982.5,83.04
1583,1702.0,7263.4,8965.4,149.42,5428.2,6449.4,107.49
1584,810.1,5464.7,6274.8,104.58,3450.0,3936.0,65.6
1585,1308.2,5110.7,6418.9,106.98,2514.7,3299.6,54.99
1586,509.1,5897.4,6406.5,106.78,4022.9,4328.4,72.14
1587,1176.9,4324.0,5500.8,91.68,1298.4,2004.6,33.41
1588,1895.4,5512.2,7407.6,123.46,3672.1,4809.4,80.16
1589,1054.7,6208.6,7263.3,121.05,5116.4,5749.3,95.82
1590,1655.4,7501.0,9156.4,152.61,5407.5,6400.8,106.68
1591,1982.1,6685.8,8667.9,144.46,5059.9,6249.2,104.15
1592,1673.8,5200.5,6874.3,114.57,3945.4,4949.7,82.49
1593,2073.7,4955.7,7029.4,117.16,3288.6,4532.8,75.55
1594,1122.4,6286.0,7408.4,123.47,4501.8,5175.3,86.25
1595,225.8,7104.3,7330.1,122.17,4930.5,5066.0,84.43
1596,2436.6,3195.8,5632.4,93.87,1523.2,2985.2,49.75
1597,1053.8,2695.8,3749.7,62.49,810.7,1443.0,24.05
1598,799.4,4968.5,5767.8,96.13,2893.4,3373.0,56.22
1599,1100.2,6515.9,7616.1,126.94,4087.6,4747.7,79.13
1600,1546.8,4478.8,6025.7,100.43,2427.1,3355.1,55.92
1601,35.3,6993.3,7028.6,117.14,5521.0,5542.2,92.37
1602,1602.7,4664.8,6267.5,104.46,2825.2,3786.8,63.11
1603,2413.7,8073.4,10487.1,174.79,5984.7,7432.9,123.88
1604,1207.9,6177.1,7385.0,123.08,4786.8,5511.5,91.86
1605,1361.2,5191.2,6552.4,109.21,2944.5,3761.3,62.69
1606,2142.5,3858.8,6001.3,100.02,1865.9,3151.4,52.52
1607,1036.1,4252.9,5289.0,88.15,1882.8,2504.5,41.74
1608,1507.3,4507.2,6014.5,100.24,2307.0,3211.4,53.52
1609,1067.4,5809.6,6877.1,114.62,3900.4,4540.9,75.68
1610,1377.1,4371.4,5748.5,95.81,2797.5,3623.7,60.4
1611,2069.6,5993.2,8062.8,134.38,4005.8,5247.5,87.46
1612,2291.6,2905.4,5197.0,86.62,928.9,2303.8,38.4
1613,1225.2,5090.3,6315.5,105.26,2551.2,3286.4,54.77
1614,2544.3,4670.6,7214.9,120.25,2319.0,3845.6,64.09
1615,1114.7,5983.7,7098.4,118.31,4167.5,4836.3,80.61
1616,424.9,4814.7,5239.6,87.33,2496.7,2751.6,45.86
1617,522.7,7394.8,7917.5,131.96,5131.2,5444.8,90.75
1618,2214.1,4329.7,6543.8,109.06,2725.3,4053.8,67.56
1619,1456.6,5098.2,6554.8,109.25,2951.4,3825.4,63.76
1620,881.2,3613.1,4494.2,74.9,1456.5,1985.2,33.09
1621,1890.9,5726.9,7617.7,126.96,3562.1,4696.6,78.28
1622,2128.5,3915.3,6043.8,100.73,1869.9,3147.0,52.45
1623,1741.8,3764.4,5506.1,91.77,1551.9,2596.9,43.28
1624,702.6,4601.4,5304.0,88.4,2702.5,3124.1,52.07
1625,1200.5,4250.5,5451.1,90.85,2140.0,2860.3,47.67
1626,2730.8,5895.9,8626.7,143.78,2951.2,4589.7,76.49
1627,1744.7,5113.8,6858.5,114.31,3102.6,4149.4,69.16
1628,1447.9,5197.7,6645.6,110.76,2932.0,3800.8,63.35
1629,882.6,5407.3,6289.9,104.83,3543.8,4073.3,67.89
1630,2080.9,5515.8,7596.7,126.61,3384.3,4632.9,77.21
1631,1372.1,6427.8,7799.9,130.0,4586.0,5409.2,90.15
1632,2542.1,5157.9,7699.9,128.33,3003.9,4529.1,75.49
1633,2944.3,4551.3,7495.6,124.93,2332.8,4099.4,68.32
1634,1293.4,6200.0,7493.4,124.89,3767.4,4543.4,75.72
1635,1725.3,5058.1,6783.4,113.06,3145.3,4180.4,69.67
1636,-150.5,6113.7,5963.3,99.39,4059.7,3969.4,66.16
1637,1427.2,4926.9,6354.1,105.9,3365.1,4221.4,70.36
1638,1717.1,4838.3,6555.4,109.26,2052.7,3083.0,51.38
1639,1077.2,4148.0,5225.2,87.09,1974.9,2621.2,43.69
1640,2085.7,5662.8,7748.5,129.14,2996.1,4247.6,70.79
1641,2824.7,7150.2,9974.9,166.25,4234.9,5929.7,98.83
1642,1336.8,7317.1,8653.9,144.23,4570.2,5372.3,89.54
1643,555.4,4057.2,4612.6,76.88,1748.2,2081.4,34.69
1644,1115.5,7443.3,8558.8,142.65,4198.7,4868.0,81.13
1645,1757.0,5049.9,6806.9,113.45,2994.2,4048.4,67.47
1646,528.6,6056.8,6585.4,109.76,3861.8,4179.0,69.65
1647,2629.6,7299.4,9929.0,165.48,5336.8,6914.6,115.24
1648,468.3,6020.8,6489.1,108.15,4250.3,4531.3,75.52
1649,1773.9,6915.2,8689.0,144.82,4466.2,5530.5,92.18
1650,1222.5,5089.7,6312.2,105.2,3511.1,4244.6,70.74
1651,1032.3,4653.9,5686.2,94.77,1972.7,2592.1,43.2
1652,1666.3,7216.9,8883.2,148.05,5718.1,6717.8,111.96
1653,741.8,5195.7,5937.5,98.96,3899.4,4344.5,72.41
1654,1404.2,4767.8,6172.0,102.87,3500.1,4342.6,72.38
1655,1373.0,4848.2,6221.2,103.69,2515.7,3339.5,55.66
1656,2843.6,6493.5,9337.0,155.62,4765.8,6471.9,107.87
1657,2371.5,5880.2,8251.8,137.53,3996.4,5419.3,90.32
1658,1485.2,5469.8,6955.1,115.92,2640.2,3531.3,58.86
1659,347.0,3897.9,4244.9,70.75,2409.0,2617.2,43.62
1660,1296.0,6025.0,7321.0,122.02,3598.0,4375.6,72.93
1661,3385.9,3621.6,7007.6,116.79,1684.3,3715.8,61.93
1662,-355.2,4712.1,4356.9,72.61,2941.5,2728.3,45.47
1663,1979.7,6771.9,8751.6,145.86,5045.3,6233.1,103.89
1664,1092.4,3117.9,4210.4,70.17,1351.5,2007.0,33.45
1665,2464.7,7265.6,9730.3,162.17,6072.9,7551.7,125.86
1666,1605.7,7449.0,9054.7,150.91,5841.2,6804.6,113.41
1667,1144.7,5653.0,6797.7,113.29,4188.4,4875.2,81.25
1668,1669.1,3467.7,5136.8,85.61,1085.9,2087.4,34.79
1669,2140.5,6140.2,8280.7,138.01,4611.2,5895.5,98.26
1670,1346.2,4046.4,5392.6,89.88,2141.0,2948.7,49.15
1671,1452.9,5180.5,6633.5,110.56,2972.4,3844.1,64.07
